work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Job_Category,region
2024,SE,FT,Data Engineer,277000,USD,277000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Engineer,173000,USD,173000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,EX,FT,Data Architect,210000,USD,210000,Namibia,100,Namibia,M,Other,Americas
2024,EX,FT,Data Architect,180000,USD,180000,Namibia,100,Namibia,M,Other,Americas
2024,MI,FT,Data Engineer,70000,EUR,77777,Namibia,0,Namibia,M,Data Engineer,Europe
2024,MI,FT,Data Engineer,53000,EUR,58888,Namibia,0,Namibia,M,Data Engineer,Europe
2024,MI,FT,Data Engineer,200000,USD,200000,Namibia,100,Namibia,M,Data Engineer,Americas
2024,MI,FT,Data Engineer,150000,USD,150000,Namibia,100,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Analyst,193000,USD,193000,Namibia,100,Namibia,M,Data Analyst,Americas
2024,SE,FT,Data Analyst,156000,USD,156000,Namibia,100,Namibia,M,Data Analyst,Americas
2024,EN,FT,Business Intelligence Analyst,92000,USD,92000,Namibia,0,Namibia,M,Data Analyst,Oceania
2024,EN,FT,Business Intelligence Analyst,90000,USD,90000,Namibia,0,Namibia,M,Data Analyst,Oceania
2024,MI,FT,Analytics Engineer,197000,USD,197000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,MI,FT,Analytics Engineer,115000,USD,115000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Analyst,86026,EUR,95584,Namibia,100,Namibia,M,Data Analyst,Europe
2024,SE,FT,Data Analyst,71688,EUR,79653,Namibia,100,Namibia,M,Data Analyst,Europe
2024,SE,FT,Data Analyst,86146,EUR,95717,Namibia,100,Namibia,M,Data Analyst,Europe
2024,SE,FT,Data Analyst,71789,EUR,79765,Namibia,100,Namibia,M,Data Analyst,Europe
2024,SE,FT,Data Scientist,170000,USD,170000,Namibia,0,Namibia,M,Data Scientist,Americas
2024,SE,FT,Data Scientist,130000,USD,130000,Namibia,0,Namibia,M,Data Scientist,Americas
2024,SE,FT,Data Scientist,297000,USD,297000,Namibia,0,Namibia,M,Data Scientist,Americas
2024,SE,FT,Data Scientist,138000,USD,138000,Namibia,0,Namibia,M,Data Scientist,Americas
2024,MI,FT,Research Scientist,212800,USD,212800,Namibia,0,Namibia,L,Research Scientist,Americas
2024,MI,FT,Research Scientist,124100,USD,124100,Namibia,0,Namibia,L,Research Scientist,Americas
2024,SE,FT,Data Science,160000,USD,160000,Namibia,100,Namibia,M,Other,Americas
2024,SE,FT,Data Science,150000,USD,150000,Namibia,100,Namibia,M,Other,Americas
2024,SE,FT,Data Operations Specialist,55720,USD,55720,Namibia,100,Namibia,M,Other,Americas
2024,SE,FT,Data Operations Specialist,50700,USD,50700,Namibia,100,Namibia,M,Other,Americas
2024,SE,FT,Data Analyst,140000,USD,140000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,Data Analyst,136000,USD,136000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,Data Engineer,195000,USD,195000,Namibia,100,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Engineer,147500,USD,147500,Namibia,100,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Engineer,195000,USD,195000,Namibia,100,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Engineer,147500,USD,147500,Namibia,100,Namibia,M,Data Engineer,Americas
2024,EN,FT,Research Analyst,300000,USD,300000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,EN,FT,Research Analyst,150000,USD,150000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,Data Engineer,154000,USD,154000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Engineer,103000,USD,103000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,EN,FT,Research Analyst,300000,USD,300000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,EN,FT,Research Analyst,150000,USD,150000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,Machine Learning Engineer,234000,USD,234000,Namibia,100,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Machine Learning Engineer,208000,USD,208000,Namibia,100,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Data Engineer,206000,USD,206000,Namibia,100,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Engineer,175100,USD,175100,Namibia,100,Namibia,M,Data Engineer,Americas
2024,SE,FT,Machine Learning Engineer,324000,USD,324000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Machine Learning Engineer,159000,USD,159000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Data Engineer,150895,USD,150895,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Engineer,120715,USD,120715,Namibia,0,Namibia,M,Data Engineer,Americas
2024,EN,FT,Research Analyst,300000,USD,300000,Namibia,100,Namibia,M,Data Analyst,Americas
2024,EN,FT,Research Analyst,150000,USD,150000,Namibia,100,Namibia,M,Data Analyst,Americas
2024,SE,FT,Data Scientist,283800,USD,283800,Namibia,0,Namibia,M,Data Scientist,Americas
2024,SE,FT,Data Scientist,234700,USD,234700,Namibia,0,Namibia,M,Data Scientist,Americas
2024,EN,FT,Business Intelligence Analyst,86000,USD,86000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,EN,FT,Business Intelligence Analyst,53000,USD,53000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,Data Scientist,187158,USD,187158,Namibia,0,Namibia,M,Data Scientist,Americas
2024,SE,FT,Data Scientist,116974,USD,116974,Namibia,0,Namibia,M,Data Scientist,Americas
2024,SE,FT,Analytics Engineer,225000,USD,225000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Analytics Engineer,180000,USD,180000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Scientist,179000,USD,179000,Namibia,0,Namibia,M,Data Scientist,Americas
2024,SE,FT,Data Scientist,112000,USD,112000,Namibia,0,Namibia,M,Data Scientist,Americas
2024,SE,FT,Machine Learning Engineer,195700,USD,195700,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Machine Learning Engineer,97700,USD,97700,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,BI Analyst,100000,USD,100000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,BI Analyst,85000,USD,85000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,MI,FT,Data Analyst,119000,USD,119000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,MI,FT,Data Analyst,52100,USD,52100,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,Business Intelligence Developer,136000,USD,136000,Namibia,0,Namibia,M,Business Intelligence,Americas
2024,SE,FT,Business Intelligence Developer,91536,USD,91536,Namibia,0,Namibia,M,Business Intelligence,Americas
2024,SE,FT,Data Engineer,199700,USD,199700,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Engineer,165100,USD,165100,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Machine Learning Engineer,251250,USD,251250,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Machine Learning Engineer,120750,USD,120750,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Data Scientist,240000,USD,240000,Namibia,100,Namibia,M,Data Scientist,Americas
2024,SE,FT,Data Scientist,220000,USD,220000,Namibia,100,Namibia,M,Data Scientist,Americas
2024,SE,FT,Data Science,160000,USD,160000,Namibia,100,Namibia,M,Other,Americas
2024,SE,FT,Data Science,150000,USD,150000,Namibia,100,Namibia,M,Other,Americas
2024,EX,FT,Data Science,300000,USD,300000,Namibia,100,Namibia,M,Other,Americas
2024,EX,FT,Data Science,220000,USD,220000,Namibia,100,Namibia,M,Other,Americas
2024,EN,FT,Data Analyst,130000,USD,130000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,EN,FT,Data Analyst,100000,USD,100000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,EN,FT,Data Analyst,170000,USD,170000,Namibia,100,Namibia,M,Data Analyst,Americas
2024,EN,FT,Data Analyst,150000,USD,150000,Namibia,100,Namibia,M,Data Analyst,Americas
2024,SE,FT,Data Analyst,150000,USD,150000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,Data Analyst,120000,USD,120000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,Data Scientist,247300,USD,247300,Namibia,0,Namibia,M,Data Scientist,Americas
2024,SE,FT,Data Scientist,139800,USD,139800,Namibia,0,Namibia,M,Data Scientist,Americas
2024,EX,FT,Data Engineer,220000,USD,220000,Namibia,100,Namibia,M,Data Engineer,Americas
2024,EX,FT,Data Engineer,210000,USD,210000,Namibia,100,Namibia,M,Data Engineer,Americas
2024,EN,FT,Research Analyst,116000,USD,116000,Namibia,100,Namibia,M,Data Analyst,Americas
2024,EN,FT,Research Analyst,79000,USD,79000,Namibia,100,Namibia,M,Data Analyst,Americas
2024,MI,FT,Data Scientist,130000,USD,130000,Namibia,0,Namibia,M,Data Scientist,Americas
2024,MI,FT,Data Scientist,117000,USD,117000,Namibia,0,Namibia,M,Data Scientist,Americas
2024,MI,FT,Data Scientist,172200,USD,172200,Namibia,0,Namibia,M,Data Scientist,Americas
2024,MI,FT,Data Scientist,131200,USD,131200,Namibia,0,Namibia,M,Data Scientist,Americas
2024,SE,FT,Research Scientist,210000,USD,210000,Namibia,0,Namibia,M,Research Scientist,Americas
2024,SE,FT,Research Scientist,151800,USD,151800,Namibia,0,Namibia,M,Research Scientist,Americas
2024,MI,FT,Data Engineer,133000,USD,133000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,MI,FT,Data Engineer,58300,USD,58300,Namibia,0,Namibia,M,Data Engineer,Americas
2024,MI,FT,Research Scientist,359400,USD,359400,Namibia,100,Namibia,M,Research Scientist,Americas
2024,MI,FT,Research Scientist,239600,USD,239600,Namibia,100,Namibia,M,Research Scientist,Americas
2024,EN,FT,BI Analyst,80000,USD,80000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,EN,FT,BI Analyst,70000,USD,70000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,Data Science,324100,USD,324100,Namibia,0,Namibia,L,Other,Americas
2024,SE,FT,Data Science,166700,USD,166700,Namibia,0,Namibia,L,Other,Americas
2024,MI,FT,Data Engineer,100000,USD,100000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,MI,FT,Data Engineer,80000,USD,80000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Analyst,85000,USD,85000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,Data Analyst,75000,USD,75000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,Data Scientist,243800,USD,243800,Namibia,100,Namibia,M,Data Scientist,Americas
2024,SE,FT,Data Scientist,144200,USD,144200,Namibia,100,Namibia,M,Data Scientist,Americas
2024,SE,FT,Machine Learning Engineer,220000,USD,220000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Machine Learning Engineer,200000,USD,200000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,AI Architect,289000,USD,289000,Namibia,100,Namibia,L,Other,Americas
2024,MI,FT,Business Intelligence Developer,77826,USD,77826,Namibia,100,Namibia,M,Business Intelligence,Americas
2024,MI,FT,Business Intelligence Developer,59300,USD,59300,Namibia,100,Namibia,M,Business Intelligence,Americas
2024,MI,FT,Data Scientist,166000,USD,166000,Namibia,0,Namibia,M,Data Scientist,Americas
2024,MI,FT,Data Scientist,73100,USD,73100,Namibia,0,Namibia,M,Data Scientist,Americas
2024,MI,FT,Research Engineer,151500,USD,151500,Namibia,0,Namibia,M,Data Engineer,Americas
2024,MI,FT,Research Engineer,101000,USD,101000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Machine Learning Engineer,182000,USD,182000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Machine Learning Engineer,164000,USD,164000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Analytics Engineer,132100,USD,132100,Namibia,100,Namibia,M,Data Engineer,Americas
2024,SE,FT,Analytics Engineer,96700,USD,96700,Namibia,100,Namibia,M,Data Engineer,Americas
2024,MI,FT,Data Manager,98500,USD,98500,Namibia,100,Namibia,M,Other,Americas
2024,MI,FT,Data Manager,71500,USD,71500,Namibia,100,Namibia,M,Other,Americas
2024,SE,FT,Machine Learning Engineer,200800,USD,200800,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Machine Learning Engineer,107800,USD,107800,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,EN,FT,Data Analyst,106100,USD,106100,Namibia,0,Namibia,M,Data Analyst,Americas
2024,EN,FT,Data Analyst,74300,USD,74300,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,Data Analyst,153900,USD,153900,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,Data Analyst,112715,USD,112715,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,Analytics Engineer,105000,USD,105000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Analytics Engineer,94200,USD,94200,Namibia,0,Namibia,M,Data Engineer,Americas
2024,MI,FT,Data Product Manager,171000,USD,171000,Namibia,100,Namibia,M,Other,Americas
2024,MI,FT,Data Product Manager,136000,USD,136000,Namibia,100,Namibia,M,Other,Americas
2024,SE,FT,Machine Learning Engineer,221000,USD,221000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Machine Learning Engineer,185000,USD,185000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,EN,FT,Data Analyst,92700,USD,92700,Namibia,100,Namibia,M,Data Analyst,Americas
2024,EN,FT,Data Analyst,64900,USD,64900,Namibia,100,Namibia,M,Data Analyst,Americas
2024,MI,FT,Data Engineer,126600,USD,126600,Namibia,0,Namibia,M,Data Engineer,Americas
2024,MI,FT,Data Engineer,80800,USD,80800,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Scientist,164845,USD,164845,Namibia,0,Namibia,M,Data Scientist,Americas
2024,SE,FT,Data Scientist,119887,USD,119887,Namibia,0,Namibia,M,Data Scientist,Americas
2024,EN,FT,Data Analyst,93000,USD,93000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,EN,FT,Data Analyst,87000,USD,87000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,MI,FT,Data Analyst,103500,USD,103500,Namibia,0,Namibia,M,Data Analyst,Americas
2024,MI,FT,Data Analyst,65600,USD,65600,Namibia,0,Namibia,M,Data Analyst,Americas
2024,MI,FT,Business Intelligence Engineer,165600,USD,165600,Namibia,0,Namibia,L,Data Engineer,Americas
2024,MI,FT,Business Intelligence Engineer,65800,USD,65800,Namibia,0,Namibia,L,Data Engineer,Americas
2024,SE,FT,Data Scientist,164000,USD,164000,Namibia,100,Namibia,M,Data Scientist,Americas
2024,SE,FT,Data Scientist,152000,USD,152000,Namibia,100,Namibia,M,Data Scientist,Americas
2024,SE,FT,Applied Scientist,250000,USD,250000,Namibia,100,Namibia,M,Research Scientist,Americas
2024,SE,FT,Applied Scientist,180000,USD,180000,Namibia,100,Namibia,M,Research Scientist,Americas
2024,MI,FT,Machine Learning Engineer,202000,USD,202000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,MI,FT,Machine Learning Engineer,137000,USD,137000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Machine Learning Scientist,204600,USD,204600,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Machine Learning Scientist,84500,USD,84500,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Research Engineer,190000,USD,190000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Research Engineer,151500,USD,151500,Namibia,0,Namibia,M,Data Engineer,Americas
2024,MI,FT,Data Science,65000,GBP,81250,Namibia,0,Namibia,M,Other,Europe
2024,MI,FT,Data Science,55000,GBP,68750,Namibia,0,Namibia,M,Other,Europe
2024,SE,FT,Data Scientist,168800,USD,168800,Namibia,0,Namibia,M,Data Scientist,Americas
2024,SE,FT,Data Scientist,93800,USD,93800,Namibia,0,Namibia,M,Data Scientist,Americas
2024,MI,FT,Data Scientist,132567,USD,132567,Namibia,0,Namibia,M,Data Scientist,Americas
2024,MI,FT,Data Scientist,96412,USD,96412,Namibia,0,Namibia,M,Data Scientist,Americas
2024,SE,FT,Machine Learning Engineer,309000,USD,309000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Machine Learning Engineer,142000,USD,142000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Research Engineer,333500,USD,333500,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Research Engineer,156000,USD,156000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Scientist,266875,USD,266875,Namibia,0,Namibia,M,Data Scientist,Americas
2024,SE,FT,Data Scientist,128250,USD,128250,Namibia,0,Namibia,M,Data Scientist,Americas
2024,SE,FT,Data Engineer,191311,USD,191311,Namibia,100,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Engineer,166358,USD,166358,Namibia,100,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Scientist,218500,USD,218500,Namibia,100,Namibia,M,Data Scientist,Americas
2024,SE,FT,Data Scientist,190000,USD,190000,Namibia,100,Namibia,M,Data Scientist,Americas
2024,MI,FT,Data Specialist,70000,USD,70000,Namibia,0,Namibia,M,Other,Americas
2024,MI,FT,Data Specialist,60000,USD,60000,Namibia,0,Namibia,M,Other,Americas
2024,SE,FT,Machine Learning Engineer,324000,USD,324000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Machine Learning Engineer,159000,USD,159000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Analytics Engineer,179000,USD,179000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Analytics Engineer,152000,USD,152000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Machine Learning Engineer,235680,USD,235680,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Machine Learning Engineer,153040,USD,153040,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,EN,FT,Data Analyst,140000,USD,140000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,EN,FT,Data Analyst,100000,USD,100000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,MI,FT,Data Analyst,187000,USD,187000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,MI,FT,Data Analyst,153000,USD,153000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,MI,FT,Data Engineer,185000,USD,185000,Namibia,0,Namibia,L,Data Engineer,Americas
2024,MI,FT,Data Engineer,81000,USD,81000,Namibia,0,Namibia,L,Data Engineer,Americas
2024,SE,FT,Machine Learning Engineer,290000,USD,290000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,Machine Learning Engineer,203000,USD,203000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2024,SE,FT,AI Engineer,142352,USD,142352,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,AI Engineer,95325,USD,95325,Namibia,0,Namibia,M,Data Engineer,Americas
2024,MI,FT,Data Analyst,187000,USD,187000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,MI,FT,Data Analyst,153000,USD,153000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,Data Scientist,190000,USD,190000,Namibia,0,Namibia,M,Data Scientist,Americas
2024,SE,FT,Data Scientist,158500,USD,158500,Namibia,0,Namibia,M,Data Scientist,Americas
2024,MI,FT,Data Scientist,240000,USD,240000,Namibia,0,Namibia,M,Data Scientist,Americas
2024,MI,FT,Data Scientist,180000,USD,180000,Namibia,0,Namibia,M,Data Scientist,Americas
2024,EN,CT,AI Research Scientist,80000,EUR,88888,Namibia,0,Namibia,L,Research Scientist,Europe
2024,EX,FT,Data Science Director,96000,EUR,106666,Namibia,100,Namibia,L,Other,Europe
2024,EX,FT,Data Science Director,96000,EUR,106666,Namibia,100,Namibia,L,Other,Europe
2024,SE,FT,Data Engineer,130500,USD,130500,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Engineer,96000,USD,96000,Namibia,0,Namibia,M,Data Engineer,Americas
2024,MI,FT,Data Scientist,166000,USD,166000,Namibia,0,Namibia,M,Data Scientist,Americas
2024,MI,FT,Data Scientist,73100,USD,73100,Namibia,0,Namibia,M,Data Scientist,Americas
2024,MI,FT,Machine Learning Engineer,50000,GBP,62500,Namibia,0,Namibia,M,Machine Learning Engineer,Europe
2024,MI,FT,Machine Learning Engineer,40000,GBP,50000,Namibia,0,Namibia,M,Machine Learning Engineer,Europe
2024,SE,FT,Data Analyst,234000,USD,234000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,Data Analyst,146000,USD,146000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,SE,FT,Data Engineer,100000,GBP,125000,Namibia,0,Namibia,M,Data Engineer,Europe
2024,SE,FT,Data Engineer,100000,GBP,125000,Namibia,0,Namibia,M,Data Engineer,Europe
2024,SE,FT,Data Scientist,58800,EUR,65333,Namibia,0,Namibia,M,Data Scientist,Europe
2024,SE,FT,Data Scientist,42000,EUR,46666,Namibia,0,Namibia,M,Data Scientist,Europe
2024,SE,FT,Data Engineer,105000,USD,105000,Namibia,100,Namibia,M,Data Engineer,Americas
2024,SE,FT,Data Engineer,95000,USD,95000,Namibia,100,Namibia,M,Data Engineer,Americas
2024,EN,FT,Data Analyst,60500,USD,60500,Namibia,0,Namibia,M,Data Analyst,Americas
2024,EN,FT,Data Analyst,40300,USD,40300,Namibia,0,Namibia,M,Data Analyst,Americas
2024,MI,FT,Data Analyst,160000,USD,160000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,MI,FT,Data Analyst,95000,USD,95000,Namibia,0,Namibia,M,Data Analyst,Americas
2024,EN,FT,Data Engineer,152500,USD,152500,Namibia,0,Namibia,M,Data Engineer,Americas
2024,EN,FT,Data Engineer,138200,USD,138200,Namibia,0,Namibia,M,Data Engineer,Americas
2024,SE,FT,Research Scientist,164300,USD,164300,Namibia,0,Namibia,M,Research Scientist,Americas
